Durationinseconds,RecordedDate,ResponseId,Employment,Country,CountryOther,Gender,Age,Education,CollarColor,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,MissingData,ZeroVar,ValuesDomain,MediatorDomain,FulfillmentDomain
250,7/23/17 7:21,R_2vijObvQ2RNnc3t,1,1, ,2,6,5,4,3,8,8,5,6,7,7,8,8,9,7,8,7,9,7,7,8,6,8,8,7,8,8,4,5,5,7,8,8,7,7,0,0,6.5,7.666666667,6.727272727
248,7/23/17 8:10,R_2V7qlvyBo0HqF2h,1,3, ,2,2,4,2,8,10,9,0,9,0,9,9,9,9,9,8,10,9,10,9,9,10,9,10,10,10,10,10,5,10,10,10,8,9,10,0,0,6.75,9.25,9.272727273
72,7/23/17 9:53,R_231vAM6qWbT8yMW,1,1, ,2,2,5,4,5,6,4,7,6,4,4,6,4,6,5,6,6,6,4,6,6,6,6,4,6,6,6,5,6,6,5,6,6,5,6,0,0,5.25,5.416666667,5.727272727
370,7/23/17 10:18,R_sumCXxxpvmSZPLH,1,1, ,2,3,5,2,8,9,8,10,9,10,7,7,10,6,7,9,10,7,8,10,6,10,10,10,8,9,9,8,10,7,8,8,7,7,10,0,0,8.5,8.583333333,8.272727273
248,7/23/17 10:21,R_3OcO8VW14MMzcZr,1,1, ,2,3,5,4,7,9,8,6,6,7,8,6,5,10,8,8,10,8,8,8,9,10,10,10,9,9,10,8,9,7,8,8,9,6,9,0,0,7.125,8.666666667,8.363636364
215,7/23/17 10:37,R_3EX5NMhHQ5V6Ug5,1,1, ,2,3,5,4,9,9,9,9,8,9,5,5,8,5,8,8,8,5,9,8,5,5,8,8,10,9,8,6,5,9,9,8,8,10,8,0,0,7.875,7.083333333,8.181818182
109,7/23/17 11:22,R_RKdUrL6lEyTn5Kx,1,1, ,2,1,5,2,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,9.875,10,10
167,7/23/17 15:06,R_12EHnr6Y4S3xKtO,1,1, ,2,2,6,2,8,10,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,0,0,9,9.833333333,10
305,7/23/17 15:58,R_YVNTU9mcCNX9utb,1,1, ,1,4,3,1,6,9,8,10,8,8,9,5,5,7,5,9,9,7,5,5,5,9,9,8,5,8,9,9,9,5,5,9,7,8,8,0,0,7.875,6.916666667,7.454545455
305,7/23/17 16:04,R_2zx96hYlFKPbCyv,1,1, ,2,2,6,2,8,10,8,9,7,8,8,8,8,9,9,10,10, ,8,9,9,9,8,8,9,9,8,8,7,8,8,8,9,8,8,1,0,8.25,8.818181818,8.181818182
305,7/23/17 17:57,R_3h9NUkMpggfgKHZ,2,1, ,2,3,5,3,9,9,9,9,7,8,9,9,9,7,7,8,9,8,10,8,9,9,8,9,8,8,7,7,8,8,8,9,8,8,9,0,0,8.625,8.416666667,8
243,7/23/17 19:19,R_2tu0YXGiRpOKbM6,1,1, ,1,3,5,1,5,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,0,0,9.375,9.166666667,7.272727273
187,7/23/17 20:50,R_3fOVioFn7RlsDDW,1,1, ,1,2,6,3,6,10,9,7,7,9,5,6,6,4,7,5,5,6,7,7,9,10,7,6,6,8,7,6,7,5,7,8,5,8,8,0,0,7.375,6.583333333,6.818181818
223,7/23/17 20:50,R_2YgNppWxwdpkefh,2,1, ,1,1,4,1,3,4,7,7,8,4,2,3,6,6,3,4,6,5,7,6,8,7,5,9,2,7,3,3,4,2,1,7,0,7,7,0,0,4.75,6,3.909090909
214,7/23/17 21:32,R_2fg79rn8TPjmXL8,1,1, ,2,1,5,1,8,10,10,8,8,8,8,8,8,8,8,8,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,8.5,9.25,10
432,7/23/17 22:40,R_tEeyN0dqoIx6Q0x,2,6,Philippines,1,3,5,1,8,9,9,7,10,5,7,5,8,9,9,9,10,10,10,8,8,8,8,9,4,8,8,7,7,6,7,9,8,7,9,0,0,7.5,8.833333333,7.272727273
174,7/23/17 23:43,R_2ttEmfGC58zP1Hi,1,1, ,2,1,4,1,4,9,4,9,9,4,8,10,9,4,9,9,7,4,7,6,9,8,3,7,6,10,9,4,8,6,9,6,10,9,6,0,0,7.125,6.833333333,7.545454545
329,7/24/17 3:01,R_2zuroDcooKDEBcp,1,6,Jordan,1,3,6,3,8,8,8,10,8,5,8,8,10,8,8,8,10,6,9,9,10,10,8,10,6,10,8,7,8,8,8,8,8,6,8,0,0,7.875,8.833333333,7.727272727
789,7/24/17 5:20,R_210ptxPgJiGXPyk,1,3, ,1,3,5,4,8,10,9,9,8,8,9,10,10,9,9,10,10,7,10,10,9,10,9,9,8,10,9,8,9,5,9,8,8,8,9,0,0,8.875,9.333333333,8.272727273
130,7/24/17 5:41,R_2drQ31SdORN612Q,1,1, ,1,2,5,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,9.833333333,10
406,7/24/17 6:24,R_3psa3uR3CdBYGXX,1,1, ,1,2,4,3,8,10, ,6,8,7,6,8,8,8,10,6,8,6,8,9,7,5,5,8,7,9,7,8,7,6,7,8,8,6,5,1,0,7.571428571,7.333333333,7.090909091
225,7/24/17 6:49,R_1jTjShbggaJs1Tw,1,1, ,1,3,4,4,8,10,8,7,7,5,6,10,8,6,10,10,10,8,9,9,6,7,9,10,10,9,9,8,9,9,8,9,8,7,9,0,0,7.625,8.5,8.636363636
195,7/24/17 6:56,R_3PYrAprfuZIkUz2,1,6,Brazil,1,2,6,4,7,8,8,6,6,5,4,8,8,8,8,6,10,6,10,10,10,10,6,10,7,8,7,7,6,7,7,10,10,10,10,0,0,6.5,8.5,8.090909091
872,7/24/17 8:48,R_2eUW1bLc1OwezVa,1,1, ,2,3,5,4,6,10,8,9,7,5,10,9,7,7,7,7,7,7,10,10,9,10,10,10,9,10,10,9,9,8,10,10,9,9,10,0,0,8,8.416666667,9.363636364
199,7/24/17 9:09,R_3PUol6hOiQps8sH,1,2, ,1,2,6,4,7,10,9,10,10,6,8,9,9,10,9,9,10,8,10,8,5,8,9,10,4,10,10,7,9,9,10,10,7,10,9,0,0,8.625,8.75,8.636363636
158,7/24/17 10:48,R_1FrzAKby32oCXVg,2,1, ,2,1,3,2,3,10,10,7,9,10,10,9,8,9,7,8,10,10,10,7,5,10,6,10,8,9,8,9,8,7,8,10,6,5,6,0,0,8.5,8.333333333,7.636363636
211,7/24/17 12:29,R_2az2Ua54Ft7psQg,2,1, ,2,3,5,1,8,10,10,10,8,10,8,10,10,9,7,10,10,8,9,10,8,8,10,10,8,10,8,7,10,7,9,10,8,9,10,0,0,9.25,9.083333333,8.727272727
178,7/24/17 12:32,R_3JehPZtqjHt5WyB,1,6,Belgium,1,2,6,4,4,7,7,7,7,7,7,7,7,7,6,5,7,7,8,6,7,7,7,7,6,8,6,7,7,6,7,8,8,7,7,0,0,6.625,6.75,7
82,7/24/17 13:05,R_u3xvAvuxiVltmI9,1,1, ,2,3,3,1,6,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,7.875,8,8
374,7/24/17 13:23,R_2t8XkeYw0lwBbnv,1,6,Brazil,1,1,4,4,5,10,7,7,6,4,3,8,7,5,7,7,9,7,7,9,2,3,8,10,7,9,9,7,6,5,6,8,6,7,7,0,0,6.25,6.75,7
266,7/24/17 14:13,R_1HbEUij6z2uaWjw,2,1, ,2,1,4,2,9,9,10,9,8,7,9,10,7,8,9,9,8,8,10,7,8,6,8,9,7,9,10,8,9,10,8,9,6,8,9,0,0,8.875,8.083333333,8.454545455
120,7/24/17 14:25,R_USa1DBKGGpSb2Rb,2,1, ,2,2,4,1,7,10,10,5,7,5,9,6,9,6,3,8,5,9,3,9,5,10,4,7,6,2,8,7,9,6,9,6,10,6,8,0,0,7.375,6.5,7
205,7/24/17 14:54,R_3EFHEqV00nCOGZH,1,6,venezuela,1,2,3,4,7,8,9,9,7,9,8,9,9,8,9,9,10,8,9, ,9,9,9,9,7,9,9,8,9,9,8,9,9,8,7,1,0,8.25,8.909090909,8.363636364
346,7/24/17 17:31,R_22tt03u6id9HFzy,1,1, ,2,4,5,4,7,7,7,7,7,7,7,7,8,6,6,7,7,8,7,7,8,7,7,7,6,7,7,7,6,5,6,7,7,7,6,0,0,7,7.083333333,6.454545455
304,7/24/17 18:14,R_3sk4u9hQr6nl2PD,1,6,Namibia,1,2,6,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,10,8,8,8,8,8,8,7,7,7,7,7,0,0,8,7.916666667,7.545454545
160,7/24/17 19:35,R_2TN34pwK7Zx1K8s,1,1, ,1,2,6,4,9,9,9,9,10,9,9,9,10,9,10,8,10,10,10,8,9,9,9,8,9,10,9,8,9,8,10,10,8,9,10,0,0,9.125,9.166666667,9.090909091
165,7/24/17 19:37,R_2y8HzmvMkQZafEp,1,2, ,1,2,5,1,7,7,7,8,7,6,8,8,8,8, ,8,10,7,8,8,7,8,9,8,8,8,9,9,9,7,8,8,9,8,8,1,0,7.25,8.090909091,8.272727273
172,7/24/17 19:47,R_pxAQXvuC1lL4ZwJ,1,1, ,2,3,6,4,10,10,10,10,9,8,8,8,10,9,7,10,10,10,10,10,10,7,9,10,10,10,10,7,10,10,8,10,10,10,10,0,0,9.125,9.333333333,9.545454545
339,7/24/17 19:56,R_3exdkfLca5AaB58,1,1, ,2,2,4,4,7,10,8,10,7,5,6,8,7,7,9,8,10,7,7,6,6,7,7,8,7,8,10,10,10,7,5,7,7,8,7,0,0,7.625,7.416666667,7.818181818
350,7/24/17 20:45,R_1gGyH02Fi9uevhr,1,1, ,2,2,5,4,8,10,10,4,10,6,10,10,8,10,10,10,10,10,10,10,7,8,10,10,2,7,10,10,8,9,5,6,10,7,9,0,0,8.5,9.416666667,7.545454545
152,7/24/17 21:12,R_0OEcvmBeSQU4LtL,2,1, ,2,1,3,1,6,9,9,6,8,7,8,8,8,8,6,7,7,9,7,7,8,8,8,8,7,8,7,7,8,8,6,6,6,10,9,0,0,7.625,7.583333333,7.454545455
174,7/24/17 23:00,R_PzEFMLntdLMzPA5,1,1, ,2,1,4,3,6,2,6,7,2,7,5,6,6,10,8,7,9,5,5,8,2,8,6,9,7,5,7,4,8,7,3,7,6,7,4,0,0,5.125,6.916666667,5.909090909
523,7/24/17 23:19,R_22EOWLNxxbltmnG,1,1, ,1,2,5,3,7,7,6,7,7,6,6,6,6,6,6,7,7,6,7,7,7,7,7,7,5,7,8,6,6,6,7,7,6,7,6,0,0,6.5,6.666666667,6.454545455
200,7/24/17 23:30,R_1Nhb2TfyM2uYwTg,1,1, ,2,3,6,4,9,10,10,9,8,9,6,10,9,9,9,9,9,9,10,9,7,7,8,6,8,3,8,9,8,7,8,7,6,7,7,0,0,8.875,8.416666667,7.090909091
298,7/25/17 0:30,R_2XdFfz6MU6af5uZ,1,6,Russia,1,2,6,4,8,7,8,5,5,2,0,5,7,0,5,7,9,7,7,8,10,6,2,7,4,4,7,6,7,3,4,6,4,7,5,0,0,5,6.25,5.181818182
308,7/25/17 0:43,R_2ONNIbpkFDncoMx,1,1, ,1,2,5,3,8,8,6,8,7,5,8,8,7,6,8,8,9,5,9,8,9,7,9,9,9,8,8,5,8,3,7,8,7,7,8,0,0,7.25,7.833333333,7.090909091
242,7/25/17 5:44,R_21iEq1upNtjRATg,2,1, ,2,6,5,2,9,10,10,10,5,9,9,9,8,8,9,9,9,8,9,9,9,7,9,9,9,10,9,9,9,10,10,10,9,8,10,0,0,8.875,8.583333333,9.363636364
326,7/25/17 8:03,R_1oo5td0nN0zVnMH,2,1, ,2,2,4,1,10,10,8,9,5,8,5,9,9,8,5,7,10,8,8,9,8,7,8,8,5,8,8,7,8,5,8,8,5,9,8,0,0,8,7.916666667,7.181818182
72,7/25/17 9:59,R_3lzYuRMdiN9oPsA,1,1, ,2,1,5,1,8,8,7,3,7,5,6,7,7,4,7,6,5,4,7,6,8,6,5,3,8,6,7,7,7,6,7,8,1,6,6,0,0,6.375,5.666666667,6.272727273
113,7/25/17 10:35,R_3dSLVIaD49fhTeC,1,1, ,2,1,5,4,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,0,0,9.75,10,9.909090909
170,7/25/17 10:39,R_pbGM4gYJUeEuBPj,1,1, ,2,3,5,4,7,10,10,10,5,5,5,8,5,7,5,5,10,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,7.5,5.916666667,5
173,7/25/17 10:54,R_T8d9q7tE7SlintL,2,1, ,2,2,5,4,8,9,10,8,8,8,6,6,10,7,9,8,7,10,8,8,6, ,8,10,5,7,8,8,7,9,6,8,7,9,7,1,0,7.875,8.272727273,7.363636364
218,7/25/17 21:46,R_3ssIzXNqnOUZCiP,1,1, ,2,2,5,4,5,9,9,9,9,7,9,9,6,9,6,9,8,8,8,7,5,8,9,8,8,10,9,9,7,6,9,9,5,7,8,0,0,8.25,7.583333333,7.909090909
532,7/25/17 22:16,R_3s7IfFDoHN6nWaT,1,1, ,2,1,5,4,9,10,10,8,9,9,10,10,9,8,7,9,9,10,10,10,10,10,10,10,7,8,8,9,8,5,10,8,9,10,10,0,0,9.375,9.333333333,8.363636364
109,7/26/17 6:05,R_3D0xlqLH3ANBbRh,1,6,Lithuania,1,1,3,3,6,5,5,6,6,5,6,5,9,8,6,6,8,3,4,5,5,7,5,8,5,5,7,5,7,7,6,6,6,6,5,0,0,5.5,6.166666667,5.909090909
406,7/26/17 7:14,R_79RZybSXvl9UaQx,1,1, ,2,5,4,4,8,10,9,10,10,5,5,7,2,8,8,9,8,6,9,10,9,10,10,10,8,10,9,8,9,9,10,10,10,7,9,0,0,8,8.25,9
258,7/26/17 7:32,R_3m94MXaMnLZN9aQ,2,1, ,2,4,4,4,8,9,9,7,5,5,7,7,9,7,8,9,10,8,9,9,8,7,8,9,9,9,9,8,8,5,9,9,7,8,8,0,0,7.125,8.416666667,8.090909091
133,7/26/17 8:21,R_6gx12nrvNvXdqbn,1,1, ,2,2,6,4,9,10,8,8,4,5,6,8,1,5,7,7,8,4,6,8,10,5,8,9,9,9,7,6,9,8,9,5,3,2,8,0,0,7.25,6.5,6.818181818
198,7/26/17 10:19,R_3rO5hoMDC2eIGwH,1,1, ,2,4,3,4,9,10,9,10,10,9,8,10,10,9,10,10,10,8,10,10,8,8,10,10,7,10,9,9,10,10,10,9,7,8,10,0,0,9.375,9.416666667,9
155,7/26/17 12:27,R_27NhjAwD2topIwX,2,1, ,2,1,3,1,8,8,7,9,10,9,10,9,9,9,9,7,9,8,10,9,8,10,8,9,9,7,7,9,7,6,8,10,5,7,10,0,0,8.75,8.75,7.727272727
85,7/26/17 12:36,R_1ClSnnO5IWB8vmD,1,1, ,2,1,4,3,8,7,6,6,7,8,3,7,7,4,5,6,5,5,8,8,7,5,5,3,6,7,6,7,6,8,6,5,6,6,6,0,0,6.5,5.666666667,6.272727273
450,7/26/17 13:48,R_1Gvw5Cyo08mRFpn,1,6,Venezuela,1,4,5,3,9,9,10,1,1,1,3,3,3,4,1,2,7,4,7,8,6,6,6,9,6,8,1,1,4,4,5,6,6,8,8,0,0,4.625,5.25,5.181818182
128,7/26/17 14:03,R_1MKcwYU8vAGGH6Q,2,1, ,2,2,6,3,7,9,8,10,10,10,9, ,10, ,7,8,10,7,10,10,8,4,8,10,10,9,8,7,9,10,8,10,9,8,9,1,0,9,8.363636364,8.818181818
305,7/26/17 14:57,R_1DZN07UR2uDtnFA,2,1, ,2,1,4,1,9,10,9,10,8,8,8,10,8,8,7,9,10,8,10,10,10,7,10,10,10,9,10,9,10,8,9,10,7,10,10,0,0,9,8.916666667,9.272727273
390,7/27/17 2:10,R_2tm0M5DRDx7HyZZ,1,6,España,1,3,3,1,5,8,8,7,8,6,8,8,6,7,8,8,9,6,7,7,7,7,7,7,8,8,8,7,6,6,6,5,6,5,6,0,0,7.25,7.166666667,6.454545455
117,7/27/17 6:31,R_2AQjJF695h0VNBF,1,1, ,1,2,4,1,8,7,6,5,8,5,7,6,5,3,5,7,7,6,5,5,8,3,3,6,8,6,6,8,8,5,3,7,7,6,8,0,0,6.5,5.25,6.545454545
851,7/27/17 8:45,R_11h9WkLomB57CMv,2,1, ,2,1,4,4,8,9,8,10,5,7,10,10,10,8,8, ,8,8,7,7, ,5,8,10,9,9,10,9,9,9,7,8,9,7,9,1,0,8.375,7.9,8.636363636
190,7/27/17 16:53,R_2tKaYZHVjwdZWMQ,1,1, ,2,2,6,4,7,9,9,8,9,7,6,7,6,7,6,9,8,9,8,8,9,9,8,10,9,9,9,8,9,7,7,6,7,6,9,0,0,7.75,8.083333333,7.818181818
134,7/27/17 17:42,R_1Ebx6wiiDWf3cTi,1,1, ,1,3,4,3,9,8,8,8,9,8,8,8,7,8,8,8,8,7,7,7,7,8,8,8,8,8,8,7,7,7,8,7,7,7,8,0,0,8.25,7.583333333,7.454545455
159,7/27/17 20:57,R_wZeGobKhvvyhIjf,1,1, ,1,4,5,4,8,10, ,10,10,7,7,10,3,10,10,8,10,8,10,10,8,10,10,10,10,10,10,10,10,5,10,10,6,9,10,1,0,8.857142857,8.916666667,9.090909091
694,7/28/17 0:29,R_vMG39gg8Uvrp2SJ,1,1, ,2,2,5,3,6,8,9,7,5,7,6,7,7,5,8,7,8,8,7,6,8,7,7,10,7,7,7,5,6,4,8,7,7,6,7,0,0,6.875,7.333333333,6.454545455
200,7/28/17 1:00,R_eRRISUGRGGAbda9,2,6,Philippines,2,1,5,1,5,7,7,8,4,4,3,6,4,5,4,3,8,7,5,5,4,5,3,8,3,4,4,3,3,3,5,5,3,5,3,0,0,5.5,5.083333333,3.727272727
315,7/28/17 3:58,R_1Nbq6MNofKDaDq5,2,6,Netherlands,1,3,5,4,3,7,8,5,7,3,6,6,4,6,5,4,6,6,8,6,6,6,4,6,6,7,6,4,6,4,6,6,6,5,6,0,0,5.625,5.583333333,5.636363636
765,7/28/17 9:27,R_6YEqJNCzWdPv0YN,1,1, ,2,3,5,4,4,6,5,5,6,5,6,5,5,6,5,5,6,6,5,5,6,5,5,7,7,6,6,6,6,6,6,6,6,5,5,0,0,5.25,5.5,5.909090909
142,7/28/17 11:01,R_1lfAV3K0qvbUDYf,1,1, ,2,2,5,4,8,6,5,3,5,2,6,3,6,5,4,3,3,5,4,6,7,7,2,7,8,8,8,7,7,7,7,3,4,5,6,0,0,4.75,4.916666667,6.363636364
130,7/28/17 15:16,R_3NxlqVU37V9wz9v,2,1, ,2,2,5,1,8,9,8,8,8,7,5,5,5,5,5,4,7,7,5,7,7,7,8,8,8,5,8,8,8,5,8,7,5,7,5,0,0,7.25,6.25,6.727272727
723,7/28/17 15:26,R_30kpF4eSsdbLtpc,1,1, ,2,4,5,3,9,10,9,10,9,9,9,10,9,9,9,9,9,9,9,9,7,9,9,8,9,9,8,8,9,8,8,9,9,9,9,0,0,9.375,8.75,8.636363636
166,7/28/17 17:05,R_r8Yyhiz3zP0Q8Jb,1,1, ,2,2,4,2,9,10,7,8,8,7,9,8,8,8,7,8,10,8,8,9,7,8,10,10,8,9,9,9,10,9,9,8,8,9,8,0,0,8.25,8.416666667,8.727272727
374,7/28/17 20:37,R_24GygwWPoR8VDJJ,1,1, ,2,2,5,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,8,9,8,9,8,8,10,10,9,10,10,10,10,0,0,10,9.416666667,9.272727273
190,7/28/17 20:47,R_24IAPGfPXMcB1lb,1,1, ,2,1,4,4,7,5,5,3,4,5,5,7,2,5,7,6,9,7,7,5,5,7,8,9,9,9,6,6,6,5,7,7,7,4,7,0,0,5.125,6.416666667,6.636363636
359,7/29/17 0:49,R_vVVETSceDwsDCa5,1,6,France,1,3,5,3,7,9,6,7,5,4,5,7,7,7,5,7,7,5,5,3,7,3,6,7,5,3,5,5,5,5,3,5,8,2,7,0,0,6.25,5.75,4.818181818
210,7/29/17 1:31,R_3oGFeyBAotJt0TV,1,2, ,2,2,4,3,7,10,10,10,10,10,10,8,8,10,8,10,10,8,10,10,5,10,10,10,10,10,10,8,10,10,10,10,9,10,10,0,0,9.375,9.083333333,9.727272727
659,7/29/17 2:07,R_2dyJ1Gf6TsfOEpX,1,6,Kenya,1,2,5,4,6,7,6,8,7,7,5,5,6,7,5,7,8,6,5,7,8,7,7,8,8,7,7,6,7,5,5,7,7,8,8,0,0,6.375,6.75,6.818181818
223,7/29/17 3:31,R_3QMp1h5RYjVWomT,1,1, ,2,3,5,4,8,9,10,10,8,9,10,10,10,10,10,8,10,7,10,8,9,9,10,10,8,8,9,9,10,9,9,9,9,9,9,0,0,9.25,9.25,8.909090909
374,7/29/17 5:53,R_3EoJ47kBdQ47Qrp,1,1, ,2,2,5,4,5,8,8,7,8,6,8,7,5,6,4,5,7,9,8,7,8,9,7,8,6,8,4,6,4,9,7,8,5,8,8,0,0,7.125,6.916666667,6.636363636
145,7/29/17 5:58,R_PXnEjhkt1nJpCjT,1,1, ,1,3,4,1,9,10,9,10,7,9,8,9,6,9,8,5,7,7,9,8,9,7,9,10,6,9,6,8,10,8,10,10,7,10,7,0,0,8.875,7.833333333,8.272727273
83,7/29/17 6:05,R_10papr6QMl0WvmF,1,1, ,1,2,2,1,6,5,7,7,6,6,5,5,5,8,7,7,8,8,7,8,7,7,6,7,8,7,7,7,8,7,8,8,7,8,8,0,0,5.875,7.083333333,7.545454545
3352,7/29/17 6:05,R_3L8bZORYwpHuuNf,1,1, ,2,1,4,1,8,9,8,5,6,5,7,8,7,7,7,8,8,8,9,8,7,7,8,8,8,9,9,9,8,8,9,8,7,7,8,0,0,7,7.666666667,8.181818182
396,7/29/17 6:05,R_3mk0sNHwYIBbPSx,1,1, ,2,2,4,1,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,6,8,8,7,7,7,7,7,8,7,8,8,8,7,0,0,7,7.75,7.363636364
522,7/29/17 6:05,R_1dnn0yU7NMeEoIp,1,1, ,2,3,4,4,5,10,10,10,10,10,10,10,10,7,10,10,10,7,9,9,8,7,8,10,7,7,7,7,7,8,7,8,7,7,7,0,0,9.375,8.75,7.181818182
433,7/29/17 6:05,R_3MMNhT4vstqffka,1,1, ,2,4,4,1,6,9,9,8,8,8,9,9,8,8,8,8,9,8,8,8,8,8,8,9,9,8,8,8,8,8,9,9,9,9,8,0,0,8.25,8.166666667,8.454545455
292,7/29/17 6:05,R_2asKc8DPw8gtuNn,1,1, ,1,4,4,3,7,8,9,6,7,4,6,9,5,6,8,6,9,7,8,6,6,9,8,10,5,8,8,4,7,6,8,8,6,7,8,0,0,7,7.333333333,6.818181818
213,7/29/17 6:05,R_1NtzklCgTWUZmS5,1,6,Trinidad and Tobago,2,2,5,3,10,10,10,8,7,7,7,10,8,8,9,9,10,10,8,7,8,8,8,10,10,9,10,9,9,7,8,8,9,8,8,0,0,8.625,8.583333333,8.636363636
375,7/29/17 6:05,R_RrkOAMTXnKBeDXb,1,1, ,1,4,3,4,8,10,10,10,8,8,5,8,7,7,7,7,8,8,8,10,10,8,10,10,7,10,10,10,10,10,10,10,10,8,10,0,0,8.375,8.333333333,9.545454545
163,7/29/17 6:05,R_0lC2ESH9LbjMXZf,1,1, ,1,2,5,4,8,10,10,9,10,8,9,10,10,9,9,8,10,9,10,10,9,8,9,10,10,10,9,9,9,8,7,8,8,7,8,0,0,9.25,9.25,8.454545455
306,7/29/17 6:05,R_2OPE4v4oha3mpGC,1,1, ,1,4,4,5,9,9,9,10,10,3,9,9,6,6,10,10,7,10,7,6,6,10,8,10,10,10,8,7,9,8,10,7,5,5,8,0,0,8.5,8,7.909090909
222,7/29/17 6:05,R_1DpYSCph6K8GgA0,1,1, ,1,2,6,3,9,9,9,9,9,9,9,9,10,10,9,10,10,10,10,10,10,10,10,10,8,9,9,9,10,8,9,10,8,9,9,0,0,9,9.916666667,8.909090909
394,7/29/17 6:53,R_XYQ7MPIlMZEe6KB,1,1, ,1,4,5,2,8,9,8,9,8,5,6,5,3,6,7,7,8,3,7,9,4,5,7,8,8,9,8,8,6,6,9,6,9,10,8,0,0,7.25,6.166666667,7.909090909
234,7/29/17 7:30,R_cuXvgPlTrwjbqZb,1,6, ,1,3,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,8,10,7,7,7,0,0,10,10,8.727272727
232,7/29/17 7:36,R_C1SsNQac73VbEJP,1,1, ,2,3,5,4,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,9.75,9.75,10
460,7/29/17 7:38,R_26mBunRPtYkJIeI,2,6,Switzerland,2,3,5,3,8,10,10,8,5,10,10,8,10,10,10,10,10,10,10,8,7,7,8,10,9,9,9,5,8,5,10,9,8,10,10,0,0,8.625,9.166666667,8.363636364
205,7/29/17 7:38,R_2ciQzHpl8OIpfNT,2,1, ,2,3,4,3,8,10,10,10,10,7,9,9,8,9,8,10,10,8,10,10,8,7,7,10,7,9,10,6,8,7,10,10,9,10,9,0,0,9.125,8.75,8.636363636
2465,7/29/17 7:38,R_2WwmIwpHydD6ux8,2,1, ,1,2,3,3,7,10,10,10,10,9,10,10,10,7,8,8,10,10,10,10,8,7,9,10,10,9,10,8,7,8,10,10,9,10,10,0,0,9.5,8.916666667,9.181818182
171,7/29/17 7:38,R_3D8FLZotJ7frVeE,1,1, ,1,2,4,1,9,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,0,0,9.625,10,9.727272727
178,7/29/17 7:38,R_12Q29bud02rnZmq,1,1, ,1,2,4,3,7,10,10,10,10,7,10,10,7,10,10,10,10,8,8,8,9,8,10,10,10,10,10,10,10,6,8,8,7,7,10,0,0,9.25,9,8.727272727
367,7/29/17 7:39,R_1gtjlwiuH9om2Zq,2,6,Romania,1,1,4,2,8,6,5,7,7,6,7,8,8,7,4,6,9,3,7,9,7,6,6,7,7,8,6,9,8,7,8,7,8,5,10,0,0,6.75,6.583333333,7.545454545
322,7/29/17 7:39,R_06Vl7zHFuptPUqd,1,6,Sweden,1,1,5,2,10,10,8,8,7,5,0,7,8,10,7,8,8,9,10,10,8,10,10,10,10,8,9,8,8,7,9,10,10,9,8,0,0,6.875,9,8.727272727
5134,7/29/17 7:39,R_3HAcOYMk72kTnCi,1,6,Rwanda,2,1,6,3,9,10,9,9,5,4,9,9,7,7,8,10,8,8,10,9,9,9,10,10,9,9,10,10,9,7,9,9,8,9,9,0,0,8,8.75,8.909090909
230,7/29/17 7:55,R_1liMJG54gT37GZA,1,6,Philippines,2,2,5,3,7,8,8,7,7,7,6,7,7,8,6,6,9,9,9,9,9,7,8,9,8,8,8,7,7,5,8,9,5,8,8,0,0,7.125,8,7.363636364
434,7/29/17 7:55,R_PGTKBNVGOn9Aooh,1,1, ,2,3,4,1,7,9,9,8,8,7,9,9,10,8,9,9,10,8,10,9,7,10,9,9,9,10,10,10,10,9,10,10,8,10,10,0,0,8.25,9,9.636363636
320,7/29/17 7:55,R_2BsLSmGoYWvbaaO,1,2, ,2,3,6,4,9,10,10, ,10,10,10,9,5,8,9,9,10,9,10,10,8,9,9,10,9,10,9,9,10,10,9,10,8,10,9,1,0,9.714285714,8.833333333,9.363636364
